poids,puissance,carburant,portes,type
23759,301,diesel,2,camion
22311,407,diesel,2,camion
22864,409,diesel,2,camion
7702,279,diesel,3,camion
23446,166,electrique,2,camion
19600,751,diesel,3,camion
15699,524,diesel,2,camion
8562,575,diesel,2,camion
6243,846,diesel,3,camion
17263,601,diesel,3,camion
13942,254,diesel,3,camion
7604,747,diesel,2,camion
18823,645,diesel,2,camion
19602,626,electrique,2,camion
9869,175,diesel,3,camion
17726,827,diesel,3,camion
18290,819,diesel,3,camion
23912,272,diesel,2,camion
5544,235,diesel,2,camion
8967,605,diesel,3,camion
2893,892,electrique,2,camion
12982,285,diesel,3,camion
8517,677,diesel,2,camion
23719,889,diesel,2,camion
17976,584,diesel,3,camion
18925,574,diesel,3,camion
5401,743,diesel,2,camion
17236,632,diesel,3,camion
20433,264,diesel,3,camion
20415,648,diesel,3,camion
14709,274,diesel,3,camion
21517,315,electrique,2,camion
7267,435,diesel,3,camion
17721,722,electrique,2,camion
18354,532,diesel,3,camion
19774,674,essence,2,camion
20915,851,electrique,3,camion
9480,248,diesel,2,camion
18147,207,diesel,2,camion
10514,667,diesel,3,camion
28018,167,diesel,2,camion
5107,853,diesel,2,camion
15790,861,diesel,2,camion
14131,838,diesel,2,camion
10228,553,electrique,3,camion
15307,571,diesel,3,camion
36022,170,diesel,2,camion
15552,745,diesel,3,camion
19786,804,diesel,3,camion
11610,879,diesel,3,camion
23974,170,diesel,3,camion
21726,322,electrique,2,camion
9733,699,essence,2,camion
9486,802,diesel,2,camion
16945,692,diesel,2,camion
6112,463,diesel,2,camion
15012,427,diesel,3,camion
8880,618,diesel,2,camion
18751,320,diesel,2,camion
11572,441,diesel,2,camion
21766,233,diesel,2,camion
21293,270,diesel,3,camion
3246,406,diesel,2,camion
19457,536,diesel,2,camion
23000,305,diesel,3,camion
24896,896,diesel,2,camion
17446,661,diesel,2,camion
19871,241,diesel,2,camion
16660,360,diesel,2,camion
7531,623,diesel,3,camion
21258,484,diesel,3,camion
16269,783,diesel,2,camion
11012,573,diesel,3,camion
18610,783,diesel,3,camion
18706,528,diesel,3,camion
5496,720,diesel,3,camion
15603,655,diesel,3,camion
24885,660,diesel,3,camion
15774,282,electrique,3,camion
5936,675,electrique,3,camion
15584,492,diesel,2,camion
20783,711,diesel,3,camion
2616,218,diesel,2,camion
7633,580,diesel,2,camion
9356,543,diesel,2,camion
13458,645,diesel,3,camion
13657,335,diesel,3,camion
8224,739,diesel,3,camion
22912,689,diesel,2,camion
23438,485,diesel,2,camion
19857,514,diesel,3,camion
9674,525,diesel,2,camion
4149,858,diesel,2,camion
7993,198,diesel,2,camion
30768,309,essence,2,camion
2782,528,diesel,3,camion
15549,345,diesel,3,camion
28158,782,diesel,3,camion
18498,348,diesel,3,camion
18089,446,diesel,2,camion
2699,734,diesel,2,camion
14732,512,essence,2,camion
17388,368,diesel,2,camion
3977,782,diesel,3,camion
2666,810,diesel,2,camion
15960,325,essence,3,camion
10682,736,diesel,3,camion
6256,406,diesel,3,camion
5788,223,diesel,2,camion
23802,341,diesel,2,camion
9314,155,diesel,2,camion
19670,577,diesel,3,camion
7029,393,diesel,3,camion
13124,392,electrique,2,camion
22353,570,diesel,2,camion
13315,821,diesel,3,camion
20256,373,electrique,3,camion
15910,285,diesel,3,camion
9732,598,diesel,2,camion
14362,842,diesel,2,camion
12640,160,diesel,3,camion
7519,171,essence,3,camion
6525,252,electrique,3,camion
8399,333,diesel,2,camion
10425,423,electrique,3,camion
42270,408,diesel,3,camion
12576,271,diesel,3,camion
4422,839,diesel,2,camion
8468,416,diesel,2,camion
16580,883,diesel,2,camion
5119,694,diesel,2,camion
4501,856,diesel,2,camion
11840,156,electrique,3,camion
20018,496,diesel,3,camion
9450,690,diesel,2,camion
18072,254,diesel,3,camion
23600,899,electrique,2,camion
23269,753,diesel,3,camion
10564,623,diesel,2,camion
22251,651,diesel,3,camion
24162,361,diesel,2,camion
34254,451,diesel,2,camion
14844,586,diesel,2,camion
3699,812,diesel,3,camion
21404,456,diesel,2,camion
11522,156,diesel,2,camion
7517,458,diesel,2,camion
12726,412,diesel,3,camion
19863,501,diesel,2,camion
2351,823,diesel,2,camion
10962,263,diesel,3,camion
12215,277,diesel,2,camion
23287,890,diesel,3,camion
18839,422,electrique,2,camion
3352,160,diesel,2,camion
19361,690,electrique,2,camion
11243,757,electrique,2,camion
14620,286,diesel,2,camion
20781,413,diesel,2,camion
39217,336,diesel,2,camion
15640,409,diesel,2,camion
26403,780,electrique,2,camion
4234,615,electrique,2,camion
4642,375,diesel,3,camion
14235,817,electrique,2,camion
22341,432,diesel,2,camion
13078,181,electrique,2,camion
24603,317,electrique,3,camion
13398,611,diesel,2,camion
19395,171,electrique,2,camion
24446,373,diesel,3,camion
16477,257,diesel,3,camion
23133,773,diesel,2,camion
14869,379,diesel,2,camion
15127,179,diesel,3,camion
11969,658,diesel,3,camion
24535,331,diesel,2,camion
11805,396,diesel,3,camion
6716,564,diesel,2,camion
15751,409,diesel,3,camion
21246,879,essence,2,camion
16670,353,diesel,3,camion
13485,455,diesel,2,camion
9237,605,diesel,3,camion
14653,769,electrique,3,camion
19918,679,diesel,2,camion
18540,326,electrique,2,camion
15690,625,diesel,3,camion
14907,503,diesel,3,camion
20973,330,diesel,3,camion
7850,397,diesel,3,camion
23368,305,diesel,2,camion
6288,263,diesel,2,camion
6759,639,diesel,3,camion
18225,467,diesel,2,camion
10350,575,diesel,2,camion
12644,694,diesel,3,camion
19681,781,electrique,2,camion
22183,309,diesel,3,camion
13550,831,diesel,2,camion
7417,358,diesel,2,camion
8284,598,diesel,2,camion
12062,557,diesel,2,camion
7071,807,diesel,2,camion
32373,258,diesel,3,camion
20715,227,diesel,2,camion
5559,395,essence,3,camion
16236,229,electrique,3,camion
8019,222,electrique,3,camion
2215,513,diesel,2,camion
10017,768,electrique,2,camion
18914,752,diesel,3,camion
3433,868,diesel,2,camion
3778,382,diesel,2,camion
2228,506,diesel,3,camion
17110,285,diesel,2,camion
24665,306,diesel,2,camion
18658,834,diesel,3,camion
10622,814,diesel,2,camion
2605,162,diesel,2,camion
9023,633,diesel,3,camion
8265,835,diesel,3,camion
13654,664,diesel,2,camion
4857,583,diesel,2,camion
10847,581,diesel,2,camion
10300,852,electrique,2,camion
11716,260,diesel,2,camion
21003,552,electrique,3,camion
10343,438,diesel,2,camion
22843,191,diesel,2,camion
2997,507,diesel,3,camion
3788,352,diesel,3,camion
2384,809,diesel,3,camion
7298,670,electrique,3,camion
24656,604,diesel,2,camion
14329,289,electrique,2,camion
3907,611,diesel,3,camion
14584,196,diesel,3,camion
11146,710,diesel,3,camion
6917,702,diesel,2,camion
21949,809,diesel,3,camion
8406,264,electrique,2,camion
15877,763,electrique,3,camion
20904,616,diesel,2,camion
7070,562,diesel,3,camion
24197,873,diesel,3,camion
3571,292,diesel,2,camion
19825,313,electrique,2,camion
5327,274,diesel,2,camion
16006,154,electrique,2,camion
7975,412,electrique,2,camion
8297,567,diesel,2,camion
12354,360,essence,3,camion
8432,836,electrique,2,camion
34639,376,electrique,2,camion
13968,338,diesel,2,camion
13264,844,diesel,3,camion
14412,162,diesel,2,camion
