poids,puissance,carburant,portes,type
15482,579,diesel,3,camion
15104,523,diesel,3,camion
4486,167,diesel,3,camion
5205,458,diesel,2,camion
3159,804,electrique,3,camion
7295,745,diesel,3,camion
18294,831,diesel,2,camion
5745,609,diesel,2,camion
8366,299,diesel,2,camion
19506,306,electrique,2,camion
12311,293,diesel,2,camion
22375,416,diesel,2,camion
5624,646,diesel,3,camion
11751,593,diesel,2,camion
2892,738,electrique,3,camion
4560,511,diesel,2,camion
3851,822,electrique,2,camion
16992,738,diesel,2,camion
22758,626,diesel,2,camion
16758,339,diesel,2,camion
4763,591,diesel,2,camion
11696,426,diesel,3,camion
20759,661,diesel,3,camion
18645,643,diesel,3,camion
12685,586,electrique,3,camion
9226,585,electrique,3,camion
18785,236,diesel,3,camion
6188,412,diesel,2,camion
4939,563,essence,3,camion
21023,804,diesel,3,camion
4292,452,diesel,3,camion
3377,743,diesel,3,camion
18586,221,diesel,2,camion
13494,353,diesel,3,camion
8371,231,diesel,2,camion
13310,741,diesel,2,camion
4851,610,diesel,3,camion
3612,477,electrique,2,camion
22158,217,diesel,2,camion
5898,583,diesel,3,camion
17728,669,electrique,3,camion
15781,773,diesel,3,camion
6043,316,diesel,3,camion
23482,208,diesel,2,camion
9303,773,diesel,3,camion
9500,408,diesel,2,camion
4183,709,diesel,3,camion
3626,836,diesel,3,camion
9378,859,diesel,3,camion
11040,762,diesel,3,camion
5752,229,diesel,2,camion
9392,358,diesel,2,camion
4539,292,diesel,2,camion
12851,656,diesel,2,camion
5664,814,diesel,3,camion
22625,638,diesel,3,camion
12910,370,diesel,3,camion
9111,897,electrique,2,camion
13454,334,electrique,2,camion
21727,877,diesel,2,camion
12083,408,diesel,2,camion
7980,239,diesel,3,camion
14988,185,diesel,2,camion
23131,774,diesel,3,camion
8998,776,diesel,2,camion
4419,436,diesel,2,camion
23372,866,electrique,2,camion
8944,892,diesel,2,camion
13709,515,diesel,3,camion
3556,496,diesel,2,camion
12808,448,diesel,3,camion
16834,498,diesel,3,camion
22710,363,diesel,2,camion
9720,264,diesel,2,camion
17547,306,diesel,2,camion
19500,793,diesel,3,camion
23031,882,diesel,2,camion
15490,871,diesel,2,camion
8359,264,essence,3,camion
7175,897,diesel,2,camion
3715,651,diesel,2,camion
15186,316,electrique,2,camion
20845,475,diesel,3,camion
18565,561,diesel,2,camion
10208,654,diesel,2,camion
14877,316,diesel,2,camion
24398,182,diesel,2,camion
22447,865,diesel,2,camion
15403,501,electrique,3,camion
7084,333,essence,2,camion
9506,644,diesel,2,camion
7136,209,diesel,2,camion
2869,287,diesel,2,camion
18281,469,diesel,2,camion
15873,710,diesel,3,camion
17800,738,diesel,2,camion
12896,370,diesel,2,camion
9691,675,diesel,2,camion
24495,425,diesel,3,camion
11196,463,electrique,2,camion
24330,757,diesel,3,camion
19627,509,diesel,2,camion
24837,387,diesel,3,camion
4958,470,electrique,3,camion
3730,277,diesel,2,camion
15946,827,diesel,3,camion
8968,831,diesel,3,camion
23711,751,diesel,3,camion
20618,383,diesel,3,camion
22961,421,diesel,2,camion
4241,220,diesel,3,camion
10716,826,electrique,2,camion
8279,639,diesel,2,camion
18321,609,diesel,3,camion
21580,184,diesel,3,camion
3619,751,diesel,3,camion
24898,791,diesel,2,camion
8144,202,diesel,3,camion
9777,544,diesel,2,camion
13864,427,diesel,3,camion
14636,851,electrique,2,camion
23573,721,essence,2,camion
10946,723,electrique,2,camion
22069,773,diesel,3,camion
12508,891,diesel,3,camion
16291,484,diesel,2,camion
20950,371,diesel,3,camion
23073,360,electrique,3,camion
6537,370,essence,3,camion
17478,445,electrique,3,camion
21907,717,diesel,3,camion
12284,213,diesel,2,camion
24136,305,diesel,2,camion
4982,881,diesel,2,camion
21078,214,diesel,2,camion
10653,261,diesel,3,camion
12918,346,diesel,2,camion
11446,468,diesel,3,camion
3877,828,diesel,3,camion
12927,247,diesel,2,camion
22402,446,diesel,3,camion
17975,357,diesel,2,camion
18834,807,diesel,2,camion
8502,427,diesel,3,camion
2875,763,diesel,2,camion
23797,424,diesel,2,camion
5932,272,electrique,2,camion
14331,221,diesel,2,camion
16094,192,diesel,3,camion
13415,469,diesel,3,camion
23553,419,diesel,2,camion
4059,632,diesel,3,camion
6558,835,diesel,3,camion
7149,197,diesel,2,camion
16203,831,diesel,2,camion
3033,654,electrique,3,camion
4600,877,diesel,3,camion
2305,668,diesel,2,camion
19260,738,diesel,3,camion
22457,523,diesel,2,camion
2918,565,diesel,2,camion
13675,254,electrique,3,camion
10630,463,electrique,3,camion
8515,623,diesel,2,camion
18785,338,electrique,2,camion
6191,193,electrique,3,camion
9534,610,diesel,2,camion
24024,293,diesel,3,camion
11019,529,essence,3,camion
21196,183,diesel,3,camion
3038,361,diesel,2,camion
22246,674,diesel,2,camion
8849,468,diesel,3,camion
4931,685,electrique,2,camion
7585,799,diesel,2,camion
3312,639,diesel,3,camion
8002,481,electrique,3,camion
3995,449,diesel,3,camion
17084,679,diesel,2,camion
20884,641,diesel,3,camion
8482,419,essence,3,camion
8837,532,diesel,2,camion
20487,303,electrique,3,camion
23371,839,diesel,2,camion
5128,770,diesel,3,camion
19442,549,electrique,2,camion
5731,431,diesel,2,camion
9910,569,diesel,3,camion
14568,371,electrique,3,camion
14427,489,electrique,2,camion
19435,588,diesel,2,camion
21555,783,diesel,3,camion
11068,419,diesel,2,camion
23599,711,diesel,2,camion
2527,235,diesel,3,camion
14466,824,diesel,2,camion
13168,832,diesel,3,camion
10998,314,diesel,2,camion
22231,492,diesel,3,camion
10419,804,diesel,2,camion
16602,381,electrique,2,camion
4977,847,diesel,2,camion
2521,214,diesel,3,camion
5763,229,diesel,3,camion
16776,213,diesel,3,camion
18051,228,electrique,2,camion
13070,745,diesel,2,camion
12303,234,diesel,2,camion
9902,342,diesel,3,camion
7415,439,diesel,2,camion
6265,601,diesel,3,camion
8810,735,diesel,2,camion
14966,209,diesel,3,camion
24502,884,diesel,2,camion
4180,462,electrique,3,camion
20681,177,electrique,3,camion
11393,191,diesel,2,camion
22986,841,diesel,2,camion
2357,879,diesel,3,camion
19989,351,diesel,2,camion
15874,638,diesel,2,camion
2651,641,diesel,3,camion
7173,661,diesel,3,camion
8310,279,diesel,3,camion
8206,742,diesel,3,camion
6167,841,diesel,3,camion
12146,466,diesel,2,camion
11551,441,diesel,3,camion
9683,520,diesel,2,camion
4482,656,diesel,3,camion
5120,658,electrique,2,camion
13041,632,diesel,3,camion
12653,858,electrique,3,camion
8888,476,diesel,2,camion
13204,377,electrique,3,camion
12060,565,diesel,2,camion
10485,472,diesel,2,camion
12031,155,diesel,2,camion
15707,288,diesel,3,camion
3920,891,diesel,2,camion
16907,600,diesel,3,camion
21006,841,diesel,2,camion
8776,611,diesel,2,camion
11718,649,diesel,2,camion
18480,347,diesel,2,camion
16089,737,diesel,2,camion
11223,437,diesel,2,camion
22675,737,diesel,2,camion
11788,813,diesel,3,camion
16420,154,diesel,3,camion
8890,469,diesel,3,camion
4155,881,diesel,2,camion
20070,653,diesel,3,camion
9644,461,diesel,3,camion
13857,691,diesel,3,camion
7797,406,diesel,3,camion
16358,394,diesel,3,camion
12094,582,diesel,3,camion
